rainfall11,rainfall13,rainfall2,tmax12,tmax11,tmax10,tmin9,tmin11,tmin8,tmean11,tmean12,tmean10,rh4,rh3,rh5,sta_press7,sta_press5,sta_press6,wind_speed4,wind_speed3,wind_speed2,cases1,cases2,cases3,cases4,cases5,target
14.3,16.457142857142856,3.6285714285714286,31.92857142857143,29.771428571428572,32.24285714285715,24.614285714285717,24.285714285714285,23.8,27.04285714285714,28.057142857142853,28.357142857142854,87.0,87.14285714285714,83.14285714285714,1006.5428571428572,1007.6,1005.7111111111113,2.4285714285714284,2.142857142857143,1.7142857142857142,60,67,46,50,67,36
7.871428571428572,5.257142857142857,1.6857142857142855,29.771428571428572,32.24285714285715,32.18571428571429,23.8,24.457142857142852,23.828571428571426,28.357142857142854,27.04285714285714,28.42857142857143,87.14285714285714,83.28571428571429,87.0,1005.7111111111113,1009.6428571428572,1007.6,2.142857142857143,1.7142857142857142,2.8571428571428568,36,60,67,46,50,43
4.8,14.3,4.428571428571427,32.24285714285715,32.18571428571429,32.457142857142856,23.828571428571426,24.614285714285717,23.91111111111111,28.42857142857143,28.357142857142854,28.142857142857146,83.28571428571429,84.71428571428571,87.14285714285714,1007.6,1009.4571428571428,1009.6428571428572,1.7142857142857142,2.8571428571428568,1.5714285714285714,43,36,60,67,46,29
0.21428571428571427,7.871428571428572,3.2571428571428567,32.18571428571429,32.457142857142856,30.414285714285718,23.91111111111111,23.8,24.54285714285714,28.142857142857146,28.42857142857143,27.114285714285717,84.71428571428571,86.2857142857143,83.28571428571429,1009.6428571428572,1008.9142857142856,1009.4571428571428,2.8571428571428568,1.5714285714285714,1.4285714285714286,29,43,36,60,67,52
0.5285714285714286,4.8,9.085714285714284,32.457142857142856,30.414285714285718,29.61111111111111,24.54285714285714,23.828571428571426,23.7,27.114285714285717,28.142857142857146,26.788888888888888,86.2857142857143,84.42857142857143,84.71428571428571,1009.4571428571428,1006.842857142857,1008.9142857142856,1.5714285714285714,1.4285714285714286,2.0,52,29,43,36,60,45
3.033333333333333,0.21428571428571427,7.485714285714287,30.414285714285718,29.61111111111111,31.82857142857143,23.7,23.91111111111111,23.62857142857143,26.788888888888888,27.114285714285717,28.185714285714287,84.42857142857143,84.42857142857143,86.2857142857143,1008.9142857142856,1005.9,1006.842857142857,1.4285714285714286,2.0,2.0,45,52,29,43,36,42
8.442857142857143,0.5285714285714286,2.3857142857142857,29.61111111111111,31.82857142857143,30.47142857142857,23.62857142857143,24.54285714285714,24.285714285714285,28.185714285714287,26.788888888888888,27.114285714285717,84.42857142857143,86.42857142857143,84.42857142857143,1006.842857142857,1005.8571428571428,1005.9,2.0,2.0,2.0,42,45,52,29,43,46
10.614285714285714,3.033333333333333,4.6000000000000005,31.82857142857143,30.47142857142857,30.07142857142857,24.285714285714285,23.7,23.71428571428571,27.114285714285717,28.185714285714287,26.885714285714283,86.42857142857143,81.57142857142857,84.42857142857143,1005.9,1006.0285714285716,1005.8571428571428,2.0,2.0,2.0,46,42,45,52,29,53
10.457142857142856,8.442857142857143,4.885714285714286,30.47142857142857,30.07142857142857,32.428571428571416,23.71428571428571,23.62857142857143,24.114285714285717,26.885714285714283,27.114285714285717,28.37142857142857,81.57142857142857,83.42857142857143,86.42857142857143,1005.8571428571428,1006.8571428571428,1006.0285714285716,2.0,2.0,2.0,53,46,42,45,52,49
3.6285714285714286,10.614285714285714,0.5428571428571428,30.07142857142857,32.428571428571416,30.75714285714286,24.114285714285717,24.285714285714285,24.442857142857147,28.37142857142857,26.885714285714283,27.242857142857147,83.42857142857143,80.42857142857143,81.57142857142857,1006.0285714285716,1007.4285714285713,1006.8571428571428,2.0,2.0,2.0,49,53,46,42,45,52
